Angle,V_bus,V_shunt,current,time,Angle.1,V_bus.1,V_shunt.1,current.1,time.1,Angle.2,V_bus.2,V_shunt.2,current.2,time.2,Angle.3,V_bus.3,V_shunt.3,current.3,time.3,Angle.4,V_bus.4,V_shunt.4,current.4,time.4,Angle.5,V_bus.5,V_shunt.5,current.5,time.5,Angle.6,V_bus.6,V_shunt.6,current.6,time.6,Angle.7,V_bus.7,V_shunt.7,current.7,time.7,Angle.8,V_bus.8,V_shunt.8,current.8,time.8,Angle.9,V_bus.9,V_shunt.9,current.9,time.9,Angle.10,V_bus.10,V_shunt.10,current.10,time.10,Angle.11,V_bus.11,V_shunt.11,current.11,time.11,Angle.12,V_bus.12,V_shunt.12,current.12,time.12,Angle.13,V_bus.13,V_shunt.13,current.13,time.13,Angle.14,V_bus.14,V_shunt.14,current.14,time.14,Angle.15,V_bus.15,V_shunt.15,current.15,time.15,Angle.16,V_bus.16,V_shunt.16,current.16,time.16,Angle.17,V_bus.17,V_shunt.17,current.17,time.17,Angle.18,V_bus.18,V_shunt.18,current.18,time.18,Angle.19,V_bus.19,V_shunt.19,current.19,time.19,Angle.20,V_bus.20,V_shunt.20,current.20,time.20,Angle.21,V_bus.21,V_shunt.21,current.21,time.21,Angle.22,V_bus.22,V_shunt.22,current.22,time.22,Angle.23,V_bus.23,V_shunt.23,current.23,time.23,Angle.24,V_bus.24,V_shunt.24,current.24,time.24,Angle.25,V_bus.25,V_shunt.25,current.25,time.25,Angle.26,V_bus.26,V_shunt.26,current.26,time.26,Angle.27,V_bus.27,V_shunt.27,current.27,time.27,Angle.28,V_bus.28,V_shunt.28,current.28,time.28,Angle.29,V_bus.29,V_shunt.29,current.29,time.29,Angle,V_bus,V_shunt,current,time
355.43,0.86,0.0,-0.3,2.678945779800415,355.43,0.89,5.65,57.1,2.5410616397857666,355.43,0.89,12.18,122.0,2.56205153465271,23.91,0.92,9.58,90.8,2.660837411880493,239.5,0.85,9.55,79.3,2.679750442504883,17.23,0.93,14.3,108.2,2.555885076522827,130.17,0.86,11.61,95.5,2.6485869884490967,220.61,0.87,11.71,101.7,2.658090353012085,261.65,0.86,14.59,105.5,2.727283239364624,294.43,0.84,14.81,120.6,2.4406747817993164,127.35,0.92,12.0,124.6,2.544544219970703,254.36,0.85,9.43,127.4,2.699878454208374,21.71,0.89,10.33,156.2,2.6910173892974854,344.18,0.88,15.16,95.0,2.4444656372070312,329.68,0.91,9.71,102.3,2.405400037765503,42.89,0.89,15.87,165.0,2.708381414413452,169.45,0.85,15.33,126.3,2.5449063777923584,5.89,0.88,12.69,122.8,2.711582660675049,110.39,0.86,16.42,150.0,2.669662952423096,260.07,0.87,11.55,140.7,2.5718798637390137,33.13,0.88,12.59,129.3,2.586768865585327,169.45,0.86,14.83,168.2,2.515586853027344,140.54,0.9,14.72,125.4,2.591269016265869,117.16,0.91,13.45,167.8,2.6758179664611816,185.27,0.9,16.87,128.8,2.5021626949310303,111.09,0.84,17.77,126.2,2.575958728790283,131.31,0.88,17.24,160.6,2.690777540206909,122.78,0.88,13.74,184.4,2.7167863845825195,242.75,0.86,15.6,184.8,2.517062187194824,93.78,0.86,15.23,153.8,2.296088933944702,231.68,0.86,14.69,131.8,2.4709246158599854
355.43,0.87,-0.04,0.0,2.708268165588379,355.43,0.96,5.67,57.2,2.557537078857422,355.43,0.86,12.19,122.3,2.587505340576172,19.16,0.87,11.19,124.1,2.6931698322296143,230.63,0.87,12.56,108.1,2.709064722061157,2.37,0.89,10.31,132.1,2.584426164627075,110.92,0.86,9.57,135.2,2.6740169525146484,196.79,0.85,14.35,122.4,2.6885857582092285,231.86,0.9,11.21,126.1,2.756786346435547,259.01,0.87,10.86,120.1,2.4698305130004883,86.4,0.88,16.81,151.6,2.5780153274536133,209.79,0.86,13.34,166.8,2.7332746982574463,331.61,0.85,12.5,88.0,2.7077324390411377,290.39,0.87,13.23,157.1,2.46521520614624,270.62,0.9,9.75,86.1,2.427177906036377,338.73,0.85,12.9,147.1,2.725093126296997,98.09,0.93,15.11,130.8,2.5620131492614746,293.99,0.85,16.04,158.8,2.7447168827056885,28.39,0.86,9.47,114.3,2.6831865310668945,171.56,0.87,15.85,180.6,2.6000189781188965,301.38,0.85,11.05,151.5,2.6029202938079834,72.6,0.88,17.09,125.1,2.533027648925781,37.97,0.9,17.1,129.0,2.6244118213653564,8.09,0.86,16.77,125.7,2.699880123138428,71.72,0.88,12.07,174.7,2.531278848648072,352.09,0.91,16.71,135.6,2.592665433883667,9.14,0.86,13.49,179.5,2.7076478004455566,354.11,0.88,15.75,151.1,2.7483458518981934,109.34,0.84,15.97,155.4,2.5340285301208496,316.49,0.88,15.8,149.1,2.329699277877808,84.99,0.87,15.22,146.0,2.500847339630127
355.43,0.86,-0.04,-0.5,2.7348289489746094,355.43,0.9,5.73,57.6,2.589791774749756,355.43,0.83,12.19,122.0,2.607707262039185,14.41,0.91,10.51,99.8,2.7103774547576904,220.78,0.87,9.29,76.5,2.7391796112060547,348.31,0.86,9.63,80.8,2.6093249320983887,91.58,0.87,9.67,125.0,2.698659896850586,172.53,0.92,10.16,144.7,2.715525388717652,201.36,0.85,9.67,148.3,2.7800426483154297,222.8,0.88,12.4,100.4,2.4906198978424072,46.67,0.89,12.21,138.1,2.594973564147949,164.18,0.89,9.6,130.6,2.763275384902954,282.74,0.85,9.49,138.8,2.741007804870605,233.61,0.92,12.99,161.7,2.4875802993774414,213.31,0.85,14.47,93.8,2.455653190612793,271.93,0.86,8.48,112.0,2.759084224700928,29.44,0.86,15.98,122.9,2.596207618713379,216.47,0.96,16.89,165.8,2.7620952129364014,311.04,0.9,17.68,167.5,2.716572523117065,84.46,0.89,17.27,158.7,2.6305055618286133,207.51,0.86,11.46,169.2,2.6336498260498047,336.27,0.86,10.84,161.5,2.566394329071045,296.63,0.86,11.41,141.1,2.641411304473877,266.57,0.91,17.49,108.4,2.7266509532928467,319.48,0.87,14.88,143.2,2.5654735565185547,232.82,0.88,14.2,164.3,2.632211208343506,254.36,0.86,16.76,141.4,2.74539566040039,225.26,0.91,16.75,141.7,2.784078598022461,334.25,0.87,16.86,163.1,2.5677249431610107,174.11,0.86,15.39,133.8,2.3570921421051025,302.34,0.9,14.75,156.9,2.5173563957214355
355.43,0.92,0.0,0.1,2.7580432891845703,355.43,0.84,5.67,57.0,2.6071393489837646,355.34,0.86,12.24,121.7,2.6390676498413086,9.4,0.86,12.65,101.8,2.743988037109375,211.73,0.91,12.09,94.5,2.75916075706482,334.34,0.86,10.19,148.0,2.624969244003296,73.04,0.92,9.66,124.5,2.730567455291748,149.15,0.89,10.67,97.7,2.738673686981201,172.09,0.86,12.73,123.0,2.8094544410705566,187.12,0.87,12.75,146.8,2.524276733398437,5.8,0.89,10.12,148.7,2.628312110900879,119.97,0.86,12.87,157.3,2.7834067344665527,233.17,0.88,12.56,151.3,2.7748045921325684,177.36,0.88,13.35,160.8,2.515423536300659,154.07,0.93,13.17,92.5,2.4783334732055664,208.21,0.9,16.7,126.8,2.7919251918792725,319.66,0.85,14.76,107.1,2.6135623455047607,139.04,0.9,12.6,128.3,2.798611879348755,228.43,0.87,9.25,95.1,2.7470085620880127,0.0,0.84,17.43,166.6,2.6506876945495605,114.26,0.9,13.21,167.8,2.668166160583496,237.83,0.86,17.2,133.8,2.5992703437805176,192.3,0.91,16.11,169.1,2.68061900138855,156.8,0.91,18.11,127.8,2.7435617446899414,205.05,0.91,17.69,127.6,2.594199657440185,114.26,0.86,13.33,162.2,2.6600611209869385,131.48,0.88,14.05,166.3,2.773513078689575,97.03,0.88,14.12,140.5,2.8091375827789307,200.83,0.88,15.89,166.8,2.59961485862732,34.63,0.86,15.06,144.0,2.3790500164031982,154.6,0.87,13.75,159.5,2.5508294105529785
355.43,0.85,-0.05,-0.3,2.7793970108032227,355.43,0.88,5.69,57.0,2.639770030975342,355.43,0.87,12.19,122.2,2.670320987701416,4.31,0.86,9.68,96.0,2.761472225189209,202.06,0.86,9.48,78.1,2.792264699935913,319.22,0.87,9.41,108.2,2.655683755874634,54.49,0.87,9.46,124.7,2.7484450340271,125.95,0.86,9.74,141.2,2.756457805633545,142.03,0.9,10.45,150.7,2.827319622039795,151.88,0.87,9.41,98.5,2.541304111480713,326.87,0.86,15.51,97.5,2.644622802734375,74.53,0.87,16.76,141.9,2.813723087310791,182.46,0.85,8.67,108.7,2.797261953353882,121.73,0.86,13.29,163.6,2.5485877990722656,95.54,0.88,16.47,90.3,2.509272813796997,141.77,0.86,14.42,169.6,2.808563232421875,247.94,0.9,14.59,105.3,2.651906013488769,62.4,0.86,9.42,98.7,2.827237844467163,152.49,0.87,12.47,159.6,2.7721614837646484,277.47,0.92,11.18,110.9,2.682868003845215,19.78,0.86,12.96,173.5,2.6923158168792725,139.83,0.9,13.33,159.4,2.6159791946411133,89.21,0.9,13.19,160.3,2.6917669773101807,48.87,0.86,17.26,156.2,2.777524471282959,91.05,0.88,13.8,151.9,2.614452600479126,354.9,0.92,14.46,145.6,2.6762173175811768,9.05,0.91,16.57,161.3,2.7915172576904297,332.49,0.86,17.78,157.1,2.830798387527466,68.91,0.84,16.37,131.3,2.616892099380493,256.9,0.89,14.77,167.5,2.412400007247925,8.17,0.87,14.44,143.7,2.578401803970337
355.43,0.87,-0.04,-0.5,2.8079164028167725,355.43,0.92,5.73,56.6,2.657170057296753,355.43,0.84,12.2,122.2,2.6860597133636475,0.0,0.95,9.39,100.1,2.789670944213867,192.66,0.9,12.37,98.3,2.8091483116149902,304.63,0.83,12.79,101.6,2.6889028549194336,35.68,0.93,10.1,150.5,2.7738399505615234,103.18,0.86,13.0,105.0,2.7946128845214844,112.41,0.86,13.11,104.0,2.8605849742889404,119.27,0.87,14.49,160.6,2.5747923851013184,286.7,0.9,12.86,105.3,2.67841911315918,30.32,0.88,12.49,95.4,2.834136247634888,133.68,0.86,11.38,170.0,2.8247270584106445,66.53,0.9,8.83,127.4,2.565385580062866,38.76,0.9,13.47,134.0,2.526473999023437,76.55,0.86,9.43,106.8,2.841253757476806,176.48,0.88,12.04,93.8,2.677972316741944,352.97,0.86,11.08,106.8,2.8448452949523926,70.93,0.87,15.89,141.0,2.7868056297302246,188.7,0.88,11.59,143.5,2.6999857425689697,288.63,0.87,15.47,151.0,2.7171638011932373,42.54,0.86,16.9,166.0,2.650376081466675,348.75,0.85,17.93,130.1,2.7251930236816406,301.99,0.91,16.13,122.3,2.805887222290039,339.96,0.88,17.23,141.3,2.6480460166931152,235.2,0.9,17.78,132.9,2.711133480072021,254.44,0.88,15.91,137.7,2.823117256164551,202.59,0.91,16.13,160.7,2.8569908142089844,299.36,0.86,15.46,172.9,2.6506850719451904,115.66,0.86,15.39,151.7,2.4294989109039307,231.24,0.91,15.01,139.5,2.6003317832946777
355.43,0.89,-0.03,-0.3,2.824828147888184,355.43,0.9,5.74,56.8,2.686629056930542,355.34,0.87,12.15,121.9,2.7233362197875977,354.55,0.9,12.06,110.8,2.8140289783477783,183.08,0.88,9.67,79.0,2.841273784637451,289.86,0.86,14.23,115.8,2.71608829498291,16.52,0.89,10.03,142.2,2.798638343811035,79.28,0.86,10.06,143.9,2.821552276611328,82.71,0.92,10.33,117.5,2.8927812576293945,84.02,0.84,9.55,157.6,2.5984549522399902,244.69,0.9,12.73,110.6,2.703678131103516,346.55,0.86,9.38,92.6,2.8673739433288574,83.23,0.87,16.61,96.4,2.841823101043701,14.15,0.88,15.95,134.7,2.604613304138184,338.99,0.88,17.29,88.3,2.5606114864349365,15.21,0.87,15.11,174.6,2.866774797439575,108.28,0.84,11.53,96.5,2.695831775665283,275.36,0.88,13.92,140.2,2.87983512878418,350.86,0.85,11.38,106.9,2.8181281089782715,101.6,0.85,16.38,176.9,2.7330760955810547,194.85,0.9,17.26,126.2,2.733750581741333,306.74,0.85,12.33,115.8,2.6672580242156982,244.51,0.9,11.18,130.6,2.7583022117614746,192.57,0.9,15.44,131.4,2.8351755142211914,225.26,0.9,16.89,117.4,2.674001216888428,115.58,0.87,14.0,153.5,2.7420036792755127,130.96,0.87,14.27,163.0,2.8411741256713867,75.06,0.86,15.59,132.6,2.8811557292938232,165.67,0.88,13.93,141.2,2.6797635555267334,333.54,0.86,17.12,142.7,2.4655442237854004,85.08,0.88,13.0,156.5,2.6340410709381104
355.43,0.84,-0.02,-0.5,2.858492374420166,355.43,0.84,5.73,57.4,2.71236252784729,355.43,0.89,12.23,121.8,2.7389676570892334,348.49,0.86,10.46,93.5,2.844124317169189,173.76,0.84,11.18,98.5,2.859400510787964,274.92,0.87,13.06,136.4,2.738711357116699,357.1,0.87,14.22,105.5,2.8312413692474365,56.34,0.9,13.71,102.7,2.838366746902466,53.44,0.88,9.39,141.8,2.91387939453125,51.33,0.89,15.93,104.9,2.62396240234375,203.55,0.86,9.75,156.7,2.728933811187744,303.4,0.89,15.1,117.0,2.8915085792541504,36.47,0.91,15.85,100.1,2.874699831008911,319.04,0.92,14.76,149.1,2.6294984817504883,278.53,0.92,17.36,94.0,2.5808045864105225,310.43,0.82,10.94,129.2,2.89172887802124,40.52,0.89,15.17,110.8,2.7289841175079346,197.93,0.86,16.43,169.8,2.9086267948150635,267.98,0.86,17.16,168.6,2.8498661518096924,13.27,0.86,17.12,152.2,2.749672174453736,101.34,0.86,17.67,104.3,2.768238306045532,209.18,0.9,15.18,158.7,2.699504375457764,140.8,0.9,13.64,178.5,2.7794735431671143,83.32,0.86,17.88,136.2,2.8591103553771973,110.83,0.87,16.62,152.4,2.6997382640838623,356.13,0.88,11.78,180.1,2.7632861137390137,8.61,0.9,16.21,165.2,2.874233722686768,310.17,0.86,17.55,165.4,2.915078639984131,33.75,0.86,15.92,175.0,2.704789400100708,191.69,0.9,12.68,152.6,2.490593194961548,302.52,0.87,15.45,144.7,2.6636881828308105
355.43,0.92,-0.01,-0.5,2.8820412158966064,355.43,0.89,5.7,57.2,2.737431764602661,355.43,0.86,12.23,122.1,2.770946741104126,342.6,0.94,7.42,55.4,2.8607449531555176,164.27,0.86,8.86,81.3,2.888286828994751,259.8,0.85,10.02,117.7,2.7700297832489014,337.15,0.87,12.11,92.8,2.848219633102417,32.87,0.88,9.92,126.5,2.8712174892425537,26.02,0.83,9.27,155.8,2.9420390129089355,16.96,0.9,16.15,99.1,2.641584634780884,163.3,0.86,11.58,133.3,2.7614102363586426,257.34,0.88,16.3,148.5,2.919442892074585,346.11,0.88,9.7,125.5,2.895404815673828,262.97,0.92,13.45,162.1,2.6482527256011963,219.29,0.91,17.18,80.1,2.610014200210572,244.25,0.86,10.16,97.5,2.92144513130188,330.03,0.88,13.18,95.7,2.7558064460754395,120.76,0.87,15.89,163.3,2.928542375564575,185.27,0.89,9.85,105.7,2.8656158447265625,287.4,0.87,13.04,113.2,2.7871413230896,8.0,0.87,13.59,172.5,2.795427322387696,110.39,0.85,10.83,142.5,2.731581211090088,38.23,0.85,10.82,167.9,2.811711311340332,336.88,0.9,17.54,126.9,2.884252548217773,355.96,0.87,12.79,171.4,2.7313601970672607,236.69,0.91,15.73,145.0,2.794162511825561,254.44,0.88,14.03,139.8,2.901273965835572,181.32,0.91,14.51,169.2,2.930960893630981,263.58,0.86,13.39,161.3,2.7334113121032715,50.45,0.86,15.83,145.1,2.5121963024139404,155.57,0.91,14.4,135.7,2.6882262229919434
355.43,0.86,-0.02,-0.5,2.9081897735595703,355.43,0.92,5.67,56.8,2.7596585750579834,355.43,0.93,12.19,122.2,2.807936429977417,337.59,0.89,9.32,101.5,2.89407730102539,155.39,0.92,11.57,106.5,2.9088542461395264,244.86,0.87,9.83,89.7,2.78912615776062,318.25,0.89,12.13,84.2,2.886014938354492,9.84,0.85,10.45,100.8,2.8884737491607666,357.71,0.88,13.52,95.5,2.960090160369873,343.3,0.9,16.08,101.3,2.675327777862549,122.26,0.9,9.09,145.2,2.778021335601806,210.76,0.92,13.32,165.5,2.9442591667175293,296.54,0.92,13.01,96.5,2.924851894378662,206.28,0.88,12.16,170.0,2.682140350341797,159.96,0.87,17.2,84.1,2.6404120922088623,180.26,0.86,16.62,168.1,2.941990852355957,261.39,0.92,13.56,107.1,2.778859138488769,44.38,0.88,13.0,133.6,2.961963415145874,106.52,0.86,16.29,166.3,2.9053497314453125,199.07,0.86,10.36,149.8,2.816119432449341,279.84,0.9,15.5,143.3,2.8176002502441406,12.48,0.86,12.31,176.9,2.758533477783203,297.69,0.92,16.93,172.0,2.839740037918091,227.46,0.91,16.57,136.2,2.90906286239624,240.21,0.84,13.32,164.0,2.750206708908081,117.6,0.88,16.01,118.2,2.819674730300904,131.84,0.88,14.93,151.5,2.9245946407318115,54.23,0.88,16.47,143.4,2.9641382694244385,129.81,0.88,16.05,169.9,2.750005006790161,272.72,0.86,13.81,159.6,2.538041830062866,8.88,0.88,15.77,143.0,2.701805591583252
355.43,0.92,-0.01,-0.1,2.939084053039551,355.43,0.88,5.66,57.1,2.789973020553589,355.43,0.9,12.19,122.4,2.8236873149871826,331.96,0.85,9.62,100.3,2.9195117950439453,145.63,0.92,9.28,77.9,2.9419071674346924,230.8,0.87,15.15,132.5,2.822507381439209,299.36,0.85,11.95,88.0,2.898526906967163,346.73,0.89,13.55,103.9,2.922682523727417,327.92,0.88,13.69,143.9,2.9935765266418457,307.62,0.87,9.63,143.1,2.7073585987091064,82.53,0.86,13.27,115.9,2.8115620613098145,164.36,0.88,9.88,142.9,2.966892719268799,247.41,0.9,15.95,137.3,2.955173969268799,150.29,0.86,11.21,172.6,2.706973075866699,101.43,0.88,16.04,88.1,2.6605064868927,114.87,0.82,11.11,153.3,2.977490901947021,189.58,0.9,13.5,100.6,2.8123979568481445,328.54,0.87,10.24,105.8,2.9782512187957764,24.43,0.85,12.46,104.0,2.929152488708496,111.36,0.87,15.68,174.7,2.8424525260925293,186.15,0.86,16.84,117.0,2.8513712882995605,276.68,0.88,15.48,116.2,2.782925605773926,192.83,0.88,15.95,96.8,2.858229398727417,118.48,0.88,14.35,117.9,2.9403862953186035,125.33,0.85,14.35,162.0,2.7837705612182617,358.77,0.86,15.44,157.0,2.8512682914733887,10.11,0.91,13.57,135.7,2.941253900527954,288.9,0.87,13.34,184.8,2.9970791339874268,356.22,0.86,14.66,178.3,2.783299446105957,131.57,0.89,17.05,135.7,2.562164306640625,232.03,0.86,16.75,149.2,2.7337582111358643
355.43,0.88,-0.06,-0.4,2.9678783416748047,355.43,0.89,5.7,57.1,2.8157525062561035,355.43,0.86,12.2,121.9,2.855042695999145,326.43,0.88,9.83,112.3,2.9439356327056885,136.49,0.85,11.12,95.1,2.9586031436920166,215.51,0.85,10.34,141.2,2.839118719100952,280.28,0.86,10.31,88.7,2.9319217205047607,322.38,0.85,12.69,120.7,2.951943874359131,298.04,0.91,10.64,105.7,3.021740198135376,273.16,0.91,11.0,129.0,2.732065200805664,43.24,0.85,9.79,149.0,2.828235387802124,120.5,0.88,15.21,150.6,2.999388694763184,196.26,0.87,13.05,95.8,2.974703550338745,94.22,0.9,9.11,98.5,2.731840372085572,42.98,0.88,15.59,107.5,2.680569648742676,49.22,0.89,11.32,103.2,2.9952640533447266,118.65,0.88,13.04,93.9,2.829308271408081,251.19,0.9,10.65,110.0,3.010606527328491,304.19,0.88,15.44,151.5,2.9529740810394287,23.64,0.88,16.92,144.2,2.8665053844451904,92.64,0.87,15.37,141.4,2.8685498237609863,178.42,0.85,13.91,161.3,2.799154043197632,94.13,0.84,14.88,167.5,2.89354944229126,9.4,0.91,13.02,158.3,2.9596707820892334,11.43,0.86,13.93,167.6,2.803502082824707,239.06,0.92,13.27,160.2,2.8758645057678223,251.46,0.88,15.22,161.2,2.974998712539673,158.82,0.91,16.89,144.9,3.0142369270324707,221.66,0.84,16.85,181.6,2.816190242767334,350.33,0.86,12.94,164.2,2.595741033554077,86.22,0.9,14.42,144.8,2.7647135257720947
355.43,0.88,-0.06,-0.3,2.991905212402344,355.43,0.89,5.72,57.3,2.8396592140197754,355.43,0.91,12.21,122.0,2.871263027191162,320.98,0.86,9.01,84.7,2.974586009979248,127.35,0.86,9.14,79.3,2.995774745941162,200.21,0.86,8.8,135.1,2.872015476226806,261.56,0.87,10.51,90.1,2.9637672901153564,298.48,0.91,9.66,144.6,2.9759671688079834,268.15,0.87,10.96,149.4,3.0438623428344727,237.13,0.9,12.03,121.6,2.757394552230835,4.13,0.91,11.83,141.4,2.8614230155944824,74.53,0.92,13.8,101.5,3.016326427459717,147.22,0.96,15.8,126.6,3.003222942352295,44.56,0.84,9.31,169.8,2.747967481613159,342.33,0.86,15.24,94.8,2.7098774909973145,344.36,0.87,16.49,144.9,3.0266363620758057,49.66,0.91,15.85,140.6,2.861637592315674,173.06,0.9,12.7,126.3,3.0284156799316406,221.48,0.84,13.84,136.5,2.983150243759156,297.42,0.86,9.29,128.4,2.887406349182129,2.02,0.87,10.93,169.0,2.9061877727508545,81.47,0.89,16.57,146.9,2.832690715789795,354.2,0.86,18.2,118.7,2.912740468978882,268.15,0.9,11.86,183.1,2.9932963848114014,260.33,0.84,12.97,165.6,2.83095121383667,120.32,0.89,14.12,148.0,2.892740488052368,128.85,0.87,17.17,168.6,3.007880210876465,31.03,0.89,14.55,164.0,3.0471832752227783,88.68,0.88,13.24,177.9,2.8333189487457275,208.74,0.91,15.49,111.3,2.625820636749268,303.4,0.88,13.73,156.0,2.788709878921509
355.43,0.91,-0.04,-0.6,3.010530948638916,355.43,0.86,5.73,57.0,2.8634276390075684,355.43,0.9,12.24,122.0,2.908653974533081,315.7,0.91,10.64,98.6,2.994027853012085,118.3,0.88,11.02,94.5,3.009306669235229,185.8,0.86,10.96,101.0,2.9014718532562256,242.84,0.86,10.37,91.0,2.986957311630249,275.36,0.89,14.03,115.5,3.0049071311950684,238.36,0.86,15.01,93.5,3.0770933628082275,202.06,0.86,12.92,96.4,2.7749545574188232,325.37,0.91,8.96,118.2,2.891544342041016,29.88,0.88,16.45,88.1,3.049770832061768,97.29,0.89,9.69,162.0,3.0332741737365723,352.09,0.87,15.52,121.0,2.78184461593628,283.27,0.85,9.07,109.8,2.7424044609069824,277.82,0.82,13.42,159.7,3.043010234832764,340.14,0.87,16.24,137.5,2.878777265548706,96.42,0.86,15.0,154.1,3.0614013671875,139.57,0.87,11.01,140.9,2.999124765396118,212.78,0.86,12.18,132.0,2.9162871837615967,274.66,0.86,12.68,169.5,2.9260671138763428,346.29,0.89,11.09,122.4,2.8660600185394287,249.61,0.89,12.26,142.1,2.941478967666626,158.2,0.86,14.03,173.1,3.0157320499420166,145.37,0.85,16.47,136.4,2.8620080947875977,0.97,0.9,14.95,128.1,2.926041603088379,7.03,0.9,16.26,153.3,3.024449110031128,265.43,0.87,15.9,135.0,3.065620183944702,318.69,0.86,15.43,187.4,2.8666746616363525,67.85,0.9,12.88,168.2,2.6460201740264893,156.09,0.87,14.04,144.7,2.8235597610473633
355.43,0.87,-0.04,-0.5,3.041490316390991,355.43,0.88,5.75,56.7,2.887368440628052,355.43,0.87,12.19,122.1,2.9398081302642822,310.17,0.86,10.36,98.7,3.0193536281585693,108.72,0.83,9.27,77.7,3.0420186519622803,170.86,0.84,14.34,109.1,2.9285149574279785,224.12,0.88,10.49,91.6,2.998663902282715,250.84,0.85,12.6,104.0,3.024869918823242,209.53,0.92,15.72,107.4,3.093533992767334,167.43,0.91,14.1,101.5,2.8072073459625244,284.77,0.86,10.12,160.5,2.91597318649292,346.82,0.91,12.4,143.2,3.066559314727783,50.45,0.85,10.43,167.7,3.058032989501953,294.87,0.9,16.61,107.8,2.8065333366394043,223.51,0.86,9.37,94.2,2.759715795516968,211.03,0.85,8.29,112.1,3.082491874694824,267.63,0.91,16.62,132.9,2.9120864868164062,21.71,0.87,16.91,172.0,3.0937280654907227,57.22,0.88,17.65,169.6,3.03094744682312,124.54,0.88,18.09,170.2,2.9501793384552,180.62,0.86,14.61,155.8,2.95049786567688,248.03,0.85,16.13,166.0,2.8902342319488525,145.72,0.86,14.15,155.5,2.973979949951172,50.19,0.91,14.2,130.2,3.043109893798828,32.17,0.87,12.31,179.5,2.8868534564971924,250.4,0.9,15.93,138.4,2.955822467803955,252.42,0.88,13.9,133.7,3.0607728958129883,136.58,0.92,15.85,175.1,3.102684736251831,184.48,0.85,16.06,174.7,2.8835389614105225,289.69,0.85,16.67,125.6,2.6783995628356934,10.28,0.9,16.61,153.6,2.8479180335998535
355.43,0.89,-0.05,-0.3,3.0618436336517334,355.43,0.84,5.71,56.8,2.9106476306915283,355.43,0.89,12.19,122.3,2.9626681804656982,304.37,0.91,7.12,115.6,3.043972969055176,99.76,0.87,11.44,92.9,3.071241617202759,156.36,0.86,14.63,136.9,2.9587626457214355,205.66,0.87,10.49,92.5,3.031712532043457,226.58,0.96,9.55,116.5,3.054664373397827,179.74,0.87,10.26,113.9,3.1260900497436523,132.45,0.9,9.91,161.0,2.8388044834136963,243.19,0.92,15.63,106.6,2.9442296028137207,299.88,0.9,15.32,95.4,3.100299835205078,0.62,0.9,11.83,160.3,3.075078248977661,239.06,0.86,17.19,96.6,2.8316001892089844,166.73,0.91,13.77,85.1,2.792821884155273,147.04,0.86,16.7,146.0,3.095525026321411,196.26,0.92,16.64,125.7,2.9419639110565186,306.74,0.9,16.77,160.4,3.1114437580108643,337.41,0.85,9.66,103.2,3.062333106994629,36.47,0.83,15.23,118.9,2.967857599258423,88.07,0.87,13.86,172.0,2.983575820922852,149.15,0.91,12.14,128.9,2.916386365890503,43.42,0.88,12.26,157.4,2.99112606048584,302.87,0.91,12.9,156.4,3.059713125228882,279.76,0.84,13.85,153.0,2.914606094360352,130.96,0.88,16.24,141.0,2.9801230430603027,129.64,0.92,15.29,162.7,3.0899274349212646,8.26,0.87,14.63,162.9,3.114341735839844,51.68,0.88,15.87,164.8,2.9218945503234863,148.1,0.94,15.83,157.7,2.6955995559692383,228.08,0.88,16.26,154.7,2.8761045932769775
355.43,0.9,-0.01,-0.5,3.094970941543579,355.43,0.89,5.73,56.6,2.935488700866699,355.43,0.91,12.24,121.5,2.996342420578003,299.09,0.9,9.71,96.8,3.077054500579834,90.53,0.86,9.93,89.2,3.0923943519592285,141.33,0.87,9.68,135.6,2.9719479084014893,186.68,0.92,10.49,94.5,3.064390182495117,203.38,0.9,15.04,101.8,3.083817720413208,150.21,0.87,13.88,144.3,3.159325122833252,98.79,0.86,16.05,106.5,2.860793352127075,201.36,0.91,11.14,136.0,2.961665153503418,255.23,0.87,10.02,159.6,3.1272048950195312,313.15,0.87,15.49,102.9,3.1142098903656006,184.57,0.86,9.85,131.0,2.865040063858032,108.02,0.86,13.03,86.5,2.8093817234039307,81.74,0.91,11.57,130.6,3.124903678894043,124.54,0.89,16.68,125.4,2.9677064418792725,228.43,0.86,14.72,143.1,3.145037889480591,257.43,0.87,15.05,161.0,3.0892882347106934,310.34,0.86,10.86,100.2,3.003493070602417,357.19,0.83,15.85,152.1,3.0123581886291504,52.47,0.9,12.55,163.1,2.9324867725372314,301.73,0.9,17.61,141.0,3.0249462127685547,193.54,0.88,13.56,167.7,3.094311475753784,164.44,0.86,17.67,141.4,2.931432008743286,12.66,0.87,16.81,132.6,2.992863655090332,7.91,0.89,16.92,159.8,3.1074442863464355,248.2,0.87,16.66,164.6,3.1477954387664795,281.6,0.86,16.6,162.1,2.933121919631958,7.47,0.89,15.64,147.5,2.728525400161743,81.3,0.93,14.42,145.7,2.9000704288482666
