Angle,V_bus,V_shunt,current,time,Angle.1,V_bus.1,V_shunt.1,current.1,time.1,Angle.2,V_bus.2,V_shunt.2,current.2,time.2,Angle.3,V_bus.3,V_shunt.3,current.3,time.3,Angle.4,V_bus.4,V_shunt.4,current.4,time.4,Angle.5,V_bus.5,V_shunt.5,current.5,time.5,Angle.6,V_bus.6,V_shunt.6,current.6,time.6,Angle.7,V_bus.7,V_shunt.7,current.7,time.7,Angle.8,V_bus.8,V_shunt.8,current.8,time.8,Angle.9,V_bus.9,V_shunt.9,current.9,time.9,Angle.10,V_bus.10,V_shunt.10,current.10,time.10,Angle.11,V_bus.11,V_shunt.11,current.11,time.11,Angle,V_bus,V_shunt,current,time
359.91,9.35,0.03,0.3,1.5619714260101318,0.0,2.73,23.75,237.4,1.6166574954986572,0.0,2.85,40.0,400.0,1.533006191253662,359.91,0.0,36.85,400.0,1.76770281791687,0.0,4.15,40.0,400.0,1.724311351776123,0.0,9.75,40.0,400.0,1.5130133628845217,0.0,7.48,40.0,400.0,1.56907320022583,0.0,10.44,40.0,400.0,1.519397258758545,0.0,3.2,40.0,400.0,1.6843430995941162,359.91,0.0,40.0,400.0,1.7498276233673096,359.91,3.08,40.0,400.0,1.7638092041015625,359.91,3.95,40.0,400.0,1.7258188724517822,359.91,0.0,40.0,400.0,1.5963518619537354
359.91,3.68,0.03,0.2,1.597175121307373,0.0,9.57,23.75,237.7,1.632289171218872,0.0,7.48,40.0,400.0,1.5608670711517334,359.91,11.58,40.0,400.0,1.7965359687805176,0.0,6.62,40.0,400.0,1.7560360431671145,0.0,2.12,40.0,400.0,1.5310254096984863,0.0,2.12,40.0,400.0,1.5846796035766602,0.0,2.72,40.0,400.0,1.548252820968628,0.0,0.0,40.0,400.0,1.7155711650848389,359.91,0.99,40.0,400.0,1.7813096046447754,359.91,0.0,40.0,400.0,1.780020236968994,359.91,4.25,40.0,400.0,1.756176471710205,359.91,7.29,40.0,400.0,1.6277084350585938
359.91,0.0,0.01,0.0,1.609278678894043,0.0,2.44,23.8,237.5,1.6635308265686035,0.0,2.1,40.0,400.0,1.5764856338500977,359.91,1.61,40.0,400.0,1.8200581073760984,0.0,1.79,40.0,400.0,1.777677059173584,0.0,0.0,40.0,400.0,1.562272548675537,0.0,0.0,40.0,400.0,1.6165122985839844,0.0,0.0,40.0,400.0,1.5638985633850098,0.0,0.52,40.0,400.0,1.7311227321624756,359.91,6.2,40.0,400.0,1.7969460487365725,359.91,10.52,40.0,400.0,1.810252666473389,359.91,0.0,40.0,400.0,1.787304162979126,359.91,3.88,40.0,400.0,1.658970594406128
359.91,0.0,0.02,0.2,1.6405308246612549,0.0,0.0,12.04,195.4,1.694920778274536,0.0,0.0,28.63,400.0,1.6128432750701904,359.91,0.64,40.0,400.0,1.840425729751587,0.0,0.0,40.0,400.0,1.8071517944335933,0.0,0.62,40.0,400.0,1.5780000686645508,0.0,3.54,40.0,400.0,1.6478898525238037,0.0,3.66,40.0,400.0,1.5951142311096191,0.0,10.08,40.0,400.0,1.7624685764312744,359.91,0.0,40.0,400.0,1.839928388595581,359.91,1.3,40.0,400.0,1.841581106185913,359.91,8.98,40.0,400.0,1.818658828735352,359.91,0.0,40.0,400.0,1.6745095252990723
359.91,3.03,0.02,0.3,1.6562168598175049,0.0,3.11,23.71,237.0,1.7105565071105957,0.0,3.43,40.0,400.0,1.6444542407989502,359.91,9.17,40.0,400.0,1.867276668548584,0.0,4.06,40.0,400.0,1.8356928825378416,0.0,8.74,40.0,400.0,1.6098394393920898,0.0,7.8,40.0,400.0,1.6635117530822754,0.0,9.17,40.0,400.0,1.6268386840820312,0.0,2.62,40.0,400.0,1.7941551208496094,359.91,8.09,40.0,400.0,1.8640906810760496,359.91,0.0,40.0,400.0,1.8728480339050293,359.91,2.65,40.0,400.0,1.8343985080718996,359.91,8.44,40.0,400.0,1.7059822082519531
359.91,11.2,0.03,0.3,1.6874048709869385,0.0,9.67,23.68,237.1,1.7419147491455078,0.0,8.63,40.0,400.0,1.663902997970581,359.91,0.0,40.0,309.9,1.900195837020874,0.0,7.31,40.0,400.0,1.860351324081421,0.0,2.55,40.0,400.0,1.6256017684936523,0.0,2.24,40.0,400.0,1.7008483409881592,0.0,2.05,40.0,400.0,1.642580270767212,0.0,0.0,40.0,400.0,1.809899091720581,359.91,4.1,40.0,400.0,1.8930268287658687,359.91,8.32,40.0,400.0,1.8890719413757324,359.91,0.0,40.0,400.0,1.873781442642212,359.91,3.28,40.0,400.0,1.7373647689819336
359.91,2.62,0.01,0.2,1.703646183013916,0.0,3.14,23.59,235.7,1.757533311843872,0.0,2.39,40.0,400.0,1.6796245574951172,359.91,3.52,40.0,400.0,1.9300851821899407,0.0,1.94,40.0,400.0,1.8727355003356927,0.0,0.0,40.0,400.0,1.6610400676727295,0.0,0.0,40.0,400.0,1.7109668254852295,0.0,0.0,40.0,400.0,1.6738245487213137,0.0,3.78,40.0,400.0,1.8410470485687256,359.91,0.0,40.0,400.0,1.912048816680908,359.91,0.0,40.0,400.0,1.920461893081665,359.91,9.44,40.0,400.0,1.8938791751861568,359.91,0.0,40.0,400.0,1.7686035633087158
359.91,0.0,0.01,0.1,1.7349140644073486,0.0,0.0,13.01,170.2,1.789184331893921,0.0,0.0,27.41,400.0,1.7170624732971191,359.91,6.84,40.0,400.0,1.945826768875122,0.0,0.0,40.0,400.0,1.9095702171325684,0.0,0.5,40.0,400.0,1.6760685443878174,0.0,2.98,40.0,400.0,1.742297649383545,0.0,1.74,40.0,400.0,1.6894497871398926,0.0,8.88,40.0,400.0,1.856771469116211,359.91,9.4,40.0,400.0,1.9432742595672607,359.91,3.18,40.0,400.0,1.9516756534576416,359.91,1.68,40.0,400.0,1.9258604049682615,359.91,10.4,40.0,400.0,1.7968370914459229
359.91,0.0,0.01,0.2,1.7662551403045654,0.0,1.09,22.87,227.1,1.8205480575561523,0.0,3.92,40.0,400.0,1.742332935333252,359.91,0.0,29.54,352.8,1.9770851135253904,0.0,3.78,40.0,400.0,1.9335238933563232,0.0,9.27,40.0,400.0,1.7080039978027344,0.0,8.3,40.0,400.0,1.7746033668518066,0.0,9.6,40.0,400.0,1.7213051319122314,0.0,2.82,40.0,400.0,1.888526201248169,359.91,2.66,40.0,400.0,1.9749596118927,359.91,6.27,40.0,400.0,1.9809536933898928,359.91,0.0,40.0,400.0,1.9414772987365725,359.91,1.43,40.0,400.0,1.8162240982055664
359.91,3.6,0.02,0.3,1.7818846702575684,0.0,10.36,22.76,227.6,1.836176872253418,0.0,8.88,40.0,400.0,1.7580833435058594,359.91,1.26,40.0,400.0,2.0084550380706787,0.0,7.86,40.0,400.0,1.954741716384888,0.0,2.93,40.0,400.0,1.7392878532409668,0.0,2.38,40.0,400.0,1.799468755722046,0.0,2.18,40.0,400.0,1.7526886463165283,0.0,0.0,40.0,400.0,1.919883728027344,359.91,0.0,40.0,400.0,1.990697145462036,359.91,0.0,40.0,400.0,2.001107692718506,359.91,8.85,40.0,400.0,1.9842984676361084,359.91,0.0,40.0,400.0,1.8474504947662354
359.91,9.39,0.03,0.3,1.8132407665252688,0.0,2.08,22.77,226.6,1.8673069477081297,0.0,2.65,40.0,400.0,1.789330244064331,359.91,5.1,40.0,400.0,2.024066209793091,0.0,2.14,40.0,400.0,1.98335075378418,0.0,0.0,40.0,400.0,1.7549867630004885,0.0,0.0,40.0,400.0,1.8199670314788816,0.0,0.0,40.0,400.0,1.7731194496154783,0.0,2.04,40.0,400.0,1.9355101585388184,359.91,10.98,40.0,400.0,2.0219380855560303,359.91,4.89,40.0,400.0,2.028330087661743,359.91,1.39,40.0,400.0,2.008951425552368,359.91,8.24,40.0,400.0,1.8787000179290771
359.91,3.58,0.02,0.2,1.8313086032867432,0.0,0.0,14.52,200.5,1.8881728649139404,0.0,0.0,32.01,400.0,1.8050222396850584,359.91,0.0,32.69,372.0,2.055925130844116,0.0,0.0,40.0,400.0,2.007912397384644,0.0,1.44,40.0,400.0,1.786252498626709,0.0,3.05,40.0,400.0,1.835620880126953,0.0,0.71,40.0,400.0,1.802468538284301,0.0,9.28,40.0,400.0,1.9698567390441888,359.91,1.36,40.0,400.0,2.053086757659912,359.91,4.16,40.0,400.0,2.0595827102661133,359.91,2.03,40.0,400.0,2.037276268005371,359.91,0.0,40.0,400.0,1.8969449996948242
359.91,0.0,0.01,0.0,1.8605852127075195,0.0,2.63,22.91,229.3,1.9200561046600344,0.0,2.81,40.0,400.0,1.8369345664978027,359.91,5.64,40.0,400.0,2.0872738361358643,0.0,4.49,40.0,400.0,2.032491683959961,0.0,9.77,40.0,400.0,1.802476406097412,0.0,8.63,40.0,400.0,1.877375125885009,0.0,8.45,40.0,400.0,1.8202450275421145,0.0,2.99,40.0,400.0,1.9989264011383057,359.91,0.0,40.0,400.0,2.0692038536071777,359.91,0.0,40.0,400.0,2.081345796585083,359.91,6.8,40.0,400.0,2.0596859455108643,359.91,1.96,40.0,400.0,1.9324851036071777
359.91,0.0,0.02,0.2,1.876168966293335,0.0,9.92,23.19,231.8,1.9447968006134035,0.0,8.98,40.0,400.0,1.85257625579834,359.91,4.11,40.0,400.0,2.1185336112976074,0.0,8.42,40.0,400.0,2.0550546646118164,0.0,3.2,40.0,400.0,1.8338382244110107,0.0,2.55,40.0,400.0,1.9010651111602783,0.0,2.38,40.0,400.0,1.843498706817627,0.0,0.0,40.0,400.0,2.0188050270080566,359.91,7.24,40.0,400.0,2.100590229034424,359.91,6.88,40.0,400.0,2.1072165966033936,359.91,0.0,40.0,400.0,2.0753135681152344,359.91,6.15,40.0,400.0,1.9611320495605469
359.91,2.86,0.02,0.3,1.9080264568328853,0.0,2.06,23.47,234.7,1.968733549118042,0.0,2.58,40.0,400.0,1.8839364051818848,359.91,0.0,40.0,400.0,2.141282081604004,0.0,2.41,40.0,400.0,2.083414316177368,0.0,0.0,40.0,400.0,1.8494758605957031,0.0,0.0,40.0,400.0,1.9198417663574217,0.0,0.0,40.0,400.0,1.8747503757476809,0.0,0.94,40.0,400.0,2.034422874450684,359.91,0.0,40.0,400.0,2.131828546524048,359.91,3.59,40.0,400.0,2.138474702835083,359.91,3.35,40.0,400.0,2.1065797805786133,359.91,0.0,40.0,400.0,1.9768953323364258
359.91,9.38,0.03,0.3,1.9237356185913088,0.0,0.0,13.85,232.5,1.988485336303711,0.0,0.0,29.41,390.3,1.9151616096496584,359.91,11.76,40.0,400.0,2.166160345077514,0.0,0.0,40.0,400.0,2.098982572555542,0.0,0.5,40.0,400.0,1.880699634552002,0.0,3.24,40.0,400.0,1.9510462284088133,0.0,0.21,40.0,400.0,1.892120599746704,0.0,9.61,40.0,400.0,2.065671682357788,359.91,0.94,40.0,400.0,2.163369655609131,359.91,0.0,40.0,400.0,2.169721364974976,359.91,6.07,40.0,400.0,2.1385319232940674,359.91,3.91,40.0,400.0,2.0141584873199463
359.91,3.54,0.02,0.1,1.954983472824097,0.0,3.23,23.64,236.1,2.0158424377441406,0.0,3.13,40.0,400.0,1.9333150386810305,359.91,2.14,40.0,286.2,2.2007498741149902,0.0,4.47,40.0,400.0,2.130281448364258,0.0,10.47,40.0,400.0,1.9126522541046145,0.0,9.05,40.0,400.0,1.9667112827301023,0.0,8.86,40.0,400.0,1.920482397079468,0.0,2.2,40.0,400.0,2.0973141193389893,359.91,6.67,40.0,400.0,2.179115056991577,359.91,11.16,40.0,400.0,2.1859614849090576,359.91,0.0,40.0,400.0,2.16990327835083,359.91,4.0,40.0,400.0,2.038952589035034
359.91,0.0,0.02,0.1,1.9706313610076904,0.0,8.33,23.5,235.1,2.047116756439209,0.0,10.11,40.0,400.0,1.962449312210083,359.91,0.0,40.0,400.0,2.2262089252471924,0.0,8.25,40.0,400.0,2.155537366867065,0.0,2.72,40.0,400.0,1.9283969402313232,0.0,2.77,40.0,400.0,1.9979667663574217,0.0,2.68,40.0,400.0,1.935593843460083,0.0,0.0,40.0,400.0,2.118307113647461,359.91,0.0,40.0,400.0,2.2103476524353027,359.91,1.67,40.0,400.0,2.217316150665283,359.91,3.76,40.0,400.0,2.185535430908203,359.91,0.0,40.0,400.0,2.06305193901062
359.91,0.0,0.02,0.2,2.0023913383483887,0.0,2.35,23.53,235.5,2.0627360343933105,0.0,1.77,40.0,369.9,1.978074312210083,359.91,8.42,40.0,400.0,2.251389980316162,0.0,1.79,40.0,400.0,2.177397966384888,0.0,0.0,40.0,400.0,1.959638357162476,0.0,0.0,40.0,400.0,2.0141897201538086,0.0,0.0,40.0,400.0,1.966855525970459,0.0,0.55,40.0,400.0,2.145835399627685,359.91,6.77,40.0,400.0,2.241492748260498,359.91,0.0,40.0,400.0,2.2516558170318604,359.91,3.94,40.0,400.0,2.2167797088623047,359.91,8.24,40.0,400.0,2.0944108963012695
359.91,2.51,0.02,0.2,2.0180211067199707,0.0,0.0,12.59,215.7,2.094576120376587,0.0,0.0,34.58,400.0,2.0093204975128174,359.91,0.0,40.0,290.9,2.2827799320220947,0.0,0.0,40.0,400.0,2.208646774291992,0.0,3.48,40.0,400.0,1.9884965419769287,0.0,3.39,40.0,400.0,2.04544734954834,0.0,0.13,40.0,400.0,1.9982151985168457,0.0,9.98,40.0,400.0,2.1578736305236816,359.91,4.54,40.0,400.0,2.273369550704956,359.91,7.51,40.0,400.0,2.2809298038482666,359.91,0.0,40.0,400.0,2.2487540245056152,359.91,3.39,40.0,400.0,2.111851215362549
359.91,10.67,0.03,0.3,2.049267053604126,0.0,3.11,23.55,235.2,2.1103057861328125,0.0,3.64,40.0,400.0,2.041363477706909,359.91,0.4,40.0,400.0,2.308149099349976,0.0,4.1,40.0,400.0,2.233386754989624,0.0,9.43,40.0,400.0,2.013689041137696,0.0,9.5,40.0,400.0,2.0611746311187744,0.0,9.17,40.0,400.0,2.0209503173828125,0.0,2.49,40.0,400.0,2.18977689743042,359.91,0.0,40.0,400.0,2.2891101837158203,359.91,0.0,40.0,400.0,2.302876710891724,359.91,5.83,40.0,400.0,2.264374256134033,359.91,0.0,40.0,400.0,2.1420557498931885
359.91,2.75,0.02,0.2,2.064892292022705,0.0,8.72,23.57,235.5,2.1415345668792725,0.0,7.15,40.0,400.0,2.0583913326263428,359.91,7.9,40.0,400.0,2.332951784133911,0.0,9.0,40.0,400.0,2.2572665214538574,0.0,3.02,40.0,400.0,2.0376110076904297,0.0,2.26,40.0,400.0,2.092418670654297,0.0,2.99,40.0,400.0,2.0513198375701904,0.0,0.0,40.0,400.0,2.2055206298828125,359.91,8.75,40.0,400.0,2.320353031158448,359.91,2.42,40.0,400.0,2.334169626235962,359.91,2.5,40.0,400.0,2.295725584030152,359.91,8.72,40.0,400.0,2.173422336578369
359.91,0.0,0.01,0.1,2.09828782081604,0.0,2.89,23.51,235.2,2.157191276550293,0.0,1.86,40.0,400.0,2.0892062187194824,359.91,0.0,31.41,326.1,2.364852905273437,0.0,1.99,40.0,400.0,2.2794103622436523,0.0,0.0,40.0,400.0,2.053236961364746,0.0,0.0,40.0,400.0,2.108661651611328,0.0,0.0,40.0,400.0,2.061640739440918,0.0,0.45,40.0,400.0,2.236660957336426,359.91,3.9,40.0,400.0,2.351860284805298,359.91,6.97,40.0,400.0,2.3498682975769043,359.91,0.0,40.0,400.0,2.326584577560425,359.91,2.18,40.0,400.0,2.1976375579833984
359.91,0.0,0.02,0.2,2.1123504638671875,0.0,0.0,12.66,194.8,2.1889514923095703,0.0,0.0,32.17,400.0,2.119176149368286,359.91,2.05,40.0,400.0,2.38034987449646,0.0,0.0,40.0,400.0,2.307167053222656,0.0,0.85,40.0,400.0,2.084484815597534,0.0,3.7,40.0,400.0,2.1401174068450928,0.0,2.01,40.0,400.0,2.0929999351501465,0.0,10.33,40.0,400.0,2.268006563186645,359.91,0.0,40.0,400.0,2.379530429840088,359.91,0.0,40.0,400.0,2.3823447227478027,359.91,10.75,40.0,400.0,2.357956647872925,359.91,0.0,40.0,400.0,2.2210001945495605
359.91,5.36,0.02,0.3,2.143683910369873,0.0,1.18,23.51,235.7,2.2203047275543213,0.0,2.85,40.0,400.0,2.143721342086792,359.91,5.62,40.0,400.0,2.4116060733795166,0.0,2.77,40.0,400.0,2.323903560638428,0.0,10.06,40.0,400.0,2.1158599853515625,0.0,9.78,40.0,400.0,2.171499252319336,0.0,9.6,40.0,400.0,2.124387741088867,0.0,1.69,40.0,400.0,2.286149978637696,359.91,11.44,40.0,400.0,2.404198169708252,359.91,3.14,40.0,400.0,2.4132189750671387,359.91,1.56,40.0,400.0,2.3750760555267334,359.91,9.87,40.0,400.0,2.252176523208618
359.91,9.43,0.03,0.3,2.1749188899993896,0.0,9.87,23.51,235.4,2.2377142906188965,0.0,7.55,40.0,400.0,2.159149408340454,359.91,0.0,31.81,400.0,2.4434618949890137,0.0,7.95,40.0,400.0,2.360489845275879,0.0,1.71,40.0,400.0,2.131486892700196,0.0,2.39,40.0,400.0,2.187124252319336,0.0,3.17,40.0,400.0,2.1401114463806152,0.0,0.0,40.0,400.0,2.315506935119629,359.91,1.59,40.0,400.0,2.4199256896972656,359.91,4.8,40.0,400.0,2.444555282592773,359.91,0.0,40.0,400.0,2.411276340484619,359.91,1.81,40.0,400.0,2.2834930419921875
359.91,4.05,0.03,0.2,2.1904752254486084,0.0,3.12,23.56,235.4,2.2675657272338867,359.91,0.0,24.23,266.9,2.1904964447021484,359.91,7.88,40.0,400.0,2.4591989517211914,0.0,2.16,40.0,400.0,2.37397575378418,0.0,0.0,40.0,400.0,2.162680625915528,0.0,0.0,40.0,400.0,2.217954635620117,0.0,0.0,40.0,400.0,2.1712660789489746,0.0,2.41,40.0,400.0,2.34676456451416,359.91,0.0,40.0,400.0,2.4617958068847656,0.0,0.62,40.0,400.0,2.4602127075195312,359.91,7.07,40.0,400.0,2.4426093101501465,359.91,0.0,40.0,400.0,2.299711227416992
359.91,0.0,0.01,0.1,2.2065463066101074,0.0,0.0,12.93,172.8,2.2892420291900635,359.91,3.26,40.0,400.0,2.2217421531677246,359.91,3.33,40.0,400.0,2.49044156074524,0.0,0.0,40.0,400.0,2.4088430404663086,0.0,4.72,40.0,400.0,2.179372310638428,0.0,2.88,40.0,400.0,2.249254941940308,0.0,0.75,40.0,400.0,2.1870129108428955,0.0,7.59,40.0,400.0,2.3623945713043213,359.91,9.3,40.0,400.0,2.482586622238159,0.0,0.0,40.0,400.0,2.492051362991333,359.91,0.0,40.0,400.0,2.471391439437866,359.91,7.7,40.0,400.0,2.3310911655426025
359.91,0.0,0.02,0.2,2.237802267074585,0.0,2.92,23.59,235.7,2.315045118331909,359.91,7.37,40.0,400.0,2.2379708290100098,359.91,0.0,34.33,400.0,2.521679401397705,0.0,1.09,40.0,400.0,2.4253807067871094,0.0,9.01,40.0,400.0,2.209440231323242,0.0,8.74,40.0,400.0,2.2648849487304688,0.0,9.95,40.0,400.0,2.2214014530181885,0.0,1.87,40.0,400.0,2.393765687942505,359.91,0.25,40.0,400.0,2.513821601867676,0.0,10.65,40.0,400.0,2.5077908039093018,359.91,2.72,40.0,400.0,2.494709253311157,359.91,0.95,40.0,400.0,2.362342119216919
359.91,1.5,0.02,0.3,2.2691261768341064,0.0,10.98,23.53,235.4,2.346303701400757,359.91,0.0,26.13,318.2,2.269340753555298,359.91,6.54,40.0,400.0,2.553554058074951,0.0,7.8,40.0,400.0,2.45828628540039,0.0,1.82,40.0,400.0,2.225050449371338,0.0,2.6,40.0,400.0,2.2961173057556152,0.0,3.43,40.0,400.0,2.2340333461761475,0.0,0.0,40.0,400.0,2.4095325469970703,359.91,1.07,40.0,400.0,2.529448270797729,0.0,3.74,40.0,400.0,2.542877674102783,359.91,6.39,40.0,400.0,2.51043963432312,359.91,0.12,40.0,400.0,2.377945899963379
359.91,9.89,0.03,0.3,2.284762620925904,0.0,1.84,23.48,227.7,2.361971616744995,359.91,3.34,40.0,400.0,2.300576448440552,359.91,3.29,40.0,400.0,2.5692896842956543,0.0,2.26,40.0,400.0,2.4763944149017334,0.0,0.0,40.0,400.0,2.2564144134521484,0.0,0.0,40.0,400.0,2.3142666816711426,0.0,0.0,40.0,400.0,2.277909755706787,0.0,0.9,40.0,400.0,2.44075083732605,359.91,7.26,40.0,400.0,2.5622034072875977,0.0,0.0,40.0,400.0,2.557414531707764,359.91,0.0,40.0,400.0,2.5418026447296143,359.91,7.06,40.0,400.0,2.409322738647461
359.91,4.11,0.02,0.3,2.3165833950042725,0.0,0.0,15.03,203.0,2.3947577476501465,359.91,4.96,40.0,400.0,2.316171884536743,359.91,0.0,40.0,400.0,2.600536108016968,0.0,0.0,40.0,400.0,2.5071492195129395,0.0,3.38,40.0,400.0,2.28767204284668,0.0,1.18,40.0,400.0,2.3418185710906982,0.0,0.2,40.0,400.0,2.3023855686187744,0.0,8.01,40.0,400.0,2.472008466720581,359.91,0.0,40.0,400.0,2.592559576034546,0.0,0.84,40.0,400.0,2.589385747909546,359.91,3.5,40.0,400.0,2.5731847286224365,359.91,0.32,40.0,400.0,2.442223310470581
359.91,0.0,0.01,0.0,2.332247734069824,0.0,3.1,23.44,234.4,2.424088954925537,359.91,0.0,26.83,400.0,2.348076820373535,359.91,10.78,40.0,400.0,2.631678342819214,0.0,3.19,40.0,400.0,2.53103256225586,0.0,8.05,40.0,400.0,2.303914785385132,0.0,9.22,40.0,400.0,2.3573288917541504,0.0,10.45,40.0,400.0,2.321707963943481,0.0,2.12,40.0,400.0,2.489923477172852,359.91,1.0,40.0,400.0,2.6238062381744385,0.0,10.81,40.0,400.0,2.6206440925598145,359.91,4.24,40.0,400.0,2.6044018268585205,359.91,5.04,40.0,400.0,2.4622347354888916
359.91,0.0,0.02,0.1,2.3634519577026367,0.0,9.2,23.47,234.6,2.4393320083618164,359.91,7.97,40.0,400.0,2.379441499710083,359.91,1.1,40.0,324.3,2.6477935314178467,0.0,8.67,40.0,400.0,2.5564608573913574,0.0,2.06,40.0,400.0,2.335288524627685,0.0,2.74,40.0,400.0,2.4015462398529053,0.0,2.69,40.0,400.0,2.3505375385284424,0.0,0.0,40.0,400.0,2.523233652114868,359.91,5.09,40.0,400.0,2.639455318450928,0.0,2.92,40.0,400.0,2.6363747119903564,359.91,0.0,40.0,400.0,2.6271519660949707,359.91,4.91,40.0,400.0,2.4980380535125732
359.91,2.3,0.01,0.2,2.37904691696167,0.0,2.19,23.43,234.2,2.4730236530303955,359.91,2.92,40.0,400.0,2.395068407058716,359.91,0.23,40.0,400.0,2.6791791915893555,0.0,2.6,40.0,400.0,2.572045087814331,0.0,0.0,40.0,400.0,2.350915670394897,0.0,0.0,40.0,400.0,2.4259591102600098,0.0,0.0,40.0,400.0,2.366195678710937,0.0,0.62,40.0,400.0,2.543015241622925,359.91,0.0,40.0,400.0,2.671196699142456,0.0,0.0,40.0,400.0,2.667630434036255,359.91,4.45,40.0,400.0,2.651854515075684,359.91,0.0,40.0,400.0,2.515082597732544
359.91,11.81,0.03,0.3,2.4108481407165527,0.0,0.0,13.53,186.4,2.4896881580352783,359.91,0.0,35.69,400.0,2.434401035308838,359.91,6.9,40.0,400.0,2.7155544757843018,0.0,0.0,40.0,400.0,2.603400230407715,0.0,1.1,40.0,400.0,2.382164239883423,0.0,3.55,40.0,400.0,2.441583633422852,0.0,3.7,40.0,400.0,2.397666931152344,0.0,8.34,40.0,400.0,2.558748483657837,359.91,7.72,40.0,400.0,2.702566146850586,0.0,3.02,40.0,400.0,2.683943271636963,359.91,3.67,40.0,400.0,2.683212757110596,359.91,6.46,40.0,400.0,2.5553674697875977
359.91,3.01,0.02,0.2,2.42647647857666,0.0,1.02,23.37,233.9,2.5218684673309326,359.91,11.04,40.0,400.0,2.458266019821167,359.91,0.0,29.62,324.6,2.7422800064086914,0.0,2.05,40.0,400.0,2.6346566677093506,0.0,8.57,40.0,400.0,2.4139907360076904,0.0,9.51,40.0,400.0,2.4729225635528564,0.0,9.24,40.0,400.0,2.4217782020568848,0.0,2.4,40.0,400.0,2.595977783203125,359.91,4.38,40.0,400.0,2.718174695968628,0.0,9.64,40.0,400.0,2.7152419090271,359.91,0.0,40.0,400.0,2.6988346576690674,359.91,4.24,40.0,400.0,2.5778396129608154
359.91,0.0,0.01,0.1,2.457820177078247,0.0,8.44,23.32,232.7,2.5376510620117188,359.91,0.15,40.0,242.0,2.489506483078003,359.91,1.12,40.0,400.0,2.763228416442871,0.0,9.19,40.0,400.0,2.656386137008667,0.0,2.35,40.0,400.0,2.4297261238098145,0.0,2.93,40.0,400.0,2.4885518550872803,0.0,2.99,40.0,400.0,2.44894814491272,0.0,0.0,40.0,400.0,2.6214969158172607,359.91,0.0,40.0,400.0,2.7493250370025635,0.0,3.16,40.0,400.0,2.735987663269043,359.91,10.77,40.0,400.0,2.7307004928588867,359.91,0.0,40.0,400.0,2.5981788635253906
359.91,0.0,0.02,0.2,2.473461866378784,0.0,2.66,22.44,224.9,2.569004774093628,359.91,0.28,40.0,400.0,2.520742177963257,359.91,6.8,40.0,400.0,2.7945711612701416,0.0,2.68,40.0,400.0,2.6822338104248047,0.0,0.0,40.0,400.0,2.460966825485229,0.0,0.0,40.0,400.0,2.5204970836639404,0.0,0.0,40.0,400.0,2.4645607471466064,0.0,4.49,40.0,400.0,2.64454197883606,359.91,11.04,40.0,400.0,2.781201362609864,0.0,0.0,40.0,400.0,2.768439292907715,359.91,1.68,40.0,400.0,2.7620654106140137,359.91,8.92,40.0,400.0,2.628558397293091
359.91,3.14,0.02,0.3,2.5051534175872803,0.0,0.0,12.77,205.3,2.590142250061035,359.91,8.8,40.0,400.0,2.536970853805542,359.91,0.0,32.55,374.5,2.8101980686187744,0.0,0.0,40.0,400.0,2.697859048843384,0.0,4.66,40.0,400.0,2.488789796829224,0.0,3.51,40.0,400.0,2.5361242294311523,0.0,1.91,40.0,400.0,2.4959170818328857,0.0,8.7,40.0,400.0,2.660301685333252,359.91,1.93,40.0,400.0,2.812432289123535,0.0,2.35,40.0,400.0,2.7828755378723145,359.91,0.0,40.0,400.0,2.7932748794555664,359.91,2.61,40.0,400.0,2.657278060913086
359.91,9.78,0.03,0.3,2.520822763442993,0.0,2.48,23.13,230.8,2.61639142036438,359.91,0.0,40.0,259.2,2.5741920471191406,359.91,5.41,40.0,400.0,2.846604585647583,0.0,1.18,40.0,400.0,2.729010581970215,0.0,9.06,40.0,400.0,2.5128443241119385,0.0,9.92,40.0,400.0,2.5674610137939453,0.0,9.62,40.0,400.0,2.527679443359375,0.0,2.68,40.0,400.0,2.69204330444336,359.91,0.0,40.0,400.0,2.843573570251465,0.0,10.01,40.0,400.0,2.8112120628356934,359.91,8.97,40.0,400.0,2.808834791183472,359.91,0.0,40.0,400.0,2.68865966796875
359.91,3.88,0.02,0.2,2.5520315170288086,0.0,9.5,22.63,228.0,2.632013320922852,359.91,2.54,40.0,400.0,2.590084791183472,359.91,4.15,40.0,400.0,2.877850294113159,0.0,9.08,40.0,400.0,2.7563488483428955,0.0,2.8,40.0,400.0,2.5308034420013428,0.0,3.21,40.0,400.0,2.583202600479126,0.0,2.22,40.0,400.0,2.543407440185547,0.0,0.0,40.0,400.0,2.723405599594116,359.91,9.72,40.0,400.0,2.867532253265381,0.0,2.52,40.0,400.0,2.842341661453247,0.0,1.97,40.0,400.0,2.840638399124145,359.91,10.47,40.0,400.0,2.7048861980438232
