Angle,V_bus,V_shunt,current,time,Angle.1,V_bus.1,V_shunt.1,current.1,time.1,Angle.2,V_bus.2,V_shunt.2,current.2,time.2,Angle.3,V_bus.3,V_shunt.3,current.3,time.3,Angle.4,V_bus.4,V_shunt.4,current.4,time.4,Angle.5,V_bus.5,V_shunt.5,current.5,time.5,Angle.6,V_bus.6,V_shunt.6,current.6,time.6,Angle.7,V_bus.7,V_shunt.7,current.7,time.7,Angle.8,V_bus.8,V_shunt.8,current.8,time.8,Angle.9,V_bus.9,V_shunt.9,current.9,time.9,Angle.10,V_bus.10,V_shunt.10,current.10,time.10,Angle.11,V_bus.11,V_shunt.11,current.11,time.11,Angle,V_bus,V_shunt,current,time
359.91,0.0,0.01,0.1,2.5676639080047607,0.0,2.51,23.05,230.6,2.6632609367370605,359.91,6.61,40.0,400.0,2.627349376678467,359.91,0.0,32.87,400.0,2.8935818672180176,0.0,2.07,40.0,400.0,2.7813878059387207,0.0,0.0,40.0,400.0,2.562052249908448,0.0,0.0,40.0,400.0,2.614941358566284,0.0,0.0,40.0,400.0,2.574658393859864,0.0,3.21,40.0,400.0,2.7389206886291504,359.91,1.52,40.0,400.0,2.896611213684082,0.0,0.0,40.0,400.0,2.858051300048828,0.0,0.0,40.0,400.0,2.87199330329895,359.91,1.6,40.0,400.0,2.742720603942871
359.91,0.0,0.01,0.2,2.59958291053772,0.0,0.0,11.65,192.3,2.694543600082397,359.91,0.0,25.46,274.2,2.656102180480957,359.91,12.02,40.0,400.0,2.9248318672180176,0.0,0.0,40.0,400.0,2.806914806365967,0.0,2.38,40.0,400.0,2.577785015106201,0.0,2.58,40.0,400.0,2.646315574645996,0.0,0.52,40.0,400.0,2.59028434753418,0.0,9.02,40.0,400.0,2.7704310417175293,359.91,0.94,40.0,400.0,2.917308807373047,0.0,2.94,40.0,400.0,2.889803409576416,0.0,3.15,40.0,400.0,2.8875961303710938,359.91,0.08,40.0,400.0,2.767768383026123
359.91,3.04,0.02,0.3,2.6311850547790527,0.0,2.94,22.52,227.1,2.710289239883423,359.91,1.79,40.0,400.0,2.673992872238159,359.91,2.04,40.0,400.0,2.9566762447357178,0.0,3.57,40.0,400.0,2.8161814212799072,0.0,9.71,40.0,400.0,2.6092329025268555,0.0,10.38,40.0,400.0,2.6619410514831543,0.0,9.96,40.0,400.0,2.6221182346343994,0.0,2.87,40.0,400.0,2.787281513214112,359.91,7.48,40.0,400.0,2.948671340942383,0.0,8.88,40.0,400.0,2.9055397510528564,0.0,9.16,40.0,400.0,2.921948194503784,359.91,7.16,40.0,400.0,2.799635887145996
359.91,9.71,0.03,0.3,2.6469175815582275,0.0,9.93,22.93,229.9,2.7414937019348145,359.91,5.6,40.0,400.0,2.7051985263824463,359.91,0.0,40.0,400.0,2.9880337715148926,0.0,9.85,40.0,400.0,2.8566668033599854,0.0,3.13,40.0,400.0,2.624991178512573,0.0,2.59,40.0,400.0,2.6931984424591064,0.0,2.37,40.0,400.0,2.637742280960083,0.0,0.0,40.0,400.0,2.8175277709960938,359.91,0.0,40.0,400.0,2.9648921489715576,0.0,2.06,40.0,400.0,2.936686038970948,0.0,2.16,40.0,400.0,2.9324543476104736,359.91,0.54,40.0,400.0,2.815479040145874
359.91,3.77,0.02,0.2,2.662461996078491,0.0,2.94,22.83,228.4,2.757042646408081,359.91,0.0,28.05,363.9,2.737034797668457,359.91,10.03,40.0,400.0,3.0037484169006348,0.0,2.36,40.0,400.0,2.879028558731079,0.0,0.0,40.0,400.0,2.6562283039093018,0.0,0.0,40.0,400.0,2.72515082359314,0.0,0.0,40.0,400.0,2.6691102981567383,0.0,1.22,40.0,400.0,2.8331477642059326,359.91,1.0,40.0,400.0,2.9962470531463623,0.0,0.0,40.0,400.0,2.968039035797119,0.0,0.0,40.0,400.0,2.970641851425171,359.91,0.67,40.0,400.0,2.8470499515533447
359.91,0.0,0.01,0.1,2.6998891830444336,0.0,0.0,12.98,168.6,2.790539503097534,359.91,7.49,40.0,400.0,2.7527809143066406,359.91,0.0,40.0,307.1,3.035114288330078,0.0,0.0,40.0,400.0,2.894657611846924,0.0,0.75,40.0,400.0,2.687466144561768,0.0,3.18,40.0,400.0,2.740764617919922,0.0,0.22,40.0,400.0,2.687852621078491,0.0,9.38,40.0,400.0,2.864346504211426,359.91,5.42,40.0,400.0,3.027501583099365,0.0,3.17,40.0,400.0,2.9836578369140625,0.0,2.52,40.0,400.0,2.9990575313568115,359.91,6.5,40.0,400.0,2.8784351348876953
359.91,0.0,0.01,0.2,2.7256181240081787,0.0,0.79,23.37,234.1,2.820908784866333,359.91,3.52,40.0,400.0,2.7840280532836914,359.91,3.41,40.0,400.0,3.066978454589844,0.0,2.14,40.0,400.0,2.925801515579224,0.0,10.3,40.0,400.0,2.7037062644958496,0.0,9.2,40.0,400.0,2.7720038890838623,0.0,8.84,40.0,400.0,2.72222113609314,0.0,3.01,40.0,400.0,2.887601613998413,359.91,0.0,40.0,400.0,3.058922529220581,0.0,9.29,40.0,400.0,3.0152246952056885,0.0,8.05,40.0,400.0,3.0153346061706543,359.91,0.0,40.0,400.0,2.8986916542053223
359.91,2.81,0.02,0.2,2.741255044937134,0.0,10.2,23.22,231.3,2.836653709411621,359.91,0.0,30.62,400.0,2.815290927886963,359.91,6.24,40.0,400.0,3.0983424186706543,0.0,8.98,40.0,400.0,2.9577767848968506,0.0,2.46,40.0,400.0,2.7376067638397217,0.0,2.18,40.0,400.0,2.7876534461975098,0.0,2.66,40.0,400.0,2.7522339820861816,0.0,0.0,40.0,400.0,2.91184949874878,359.91,5.88,40.0,400.0,3.075157165527344,0.0,2.22,40.0,400.0,3.0464792251586914,0.0,2.34,40.0,400.0,3.046797037124634,359.91,6.27,40.0,400.0,2.9255411624908447
359.91,11.05,0.03,0.3,2.7725188732147217,0.0,2.06,23.21,232.4,2.867901086807251,359.91,11.97,40.0,400.0,2.834498882293701,359.91,0.0,30.87,383.8,3.1139683723449707,0.0,2.65,40.0,400.0,2.9735121726989746,0.0,0.0,40.0,400.0,2.753546476364136,0.0,0.0,40.0,400.0,2.820173740386963,0.0,0.0,40.0,400.0,2.776651620864868,0.0,0.7,40.0,400.0,2.9449286460876465,359.91,4.86,40.0,400.0,3.106520652770996,0.0,0.0,40.0,400.0,3.0715484619140625,0.0,0.0,40.0,400.0,3.062422275543213,359.91,4.34,40.0,400.0,2.9566783905029297
359.91,2.69,0.02,0.2,2.788127899169922,0.0,0.0,14.53,201.0,2.89049768447876,359.91,1.88,40.0,400.0,2.8628549575805664,359.91,2.02,40.0,400.0,3.14532208442688,0.0,0.0,40.0,400.0,3.0046534538269043,0.0,4.37,40.0,400.0,2.7848031520843506,0.0,3.5,40.0,400.0,2.85170841217041,0.0,0.12,40.0,400.0,2.7954564094543457,0.0,9.74,40.0,400.0,2.9590513706207275,359.91,0.0,40.0,400.0,3.1377573013305664,0.0,2.91,40.0,400.0,3.0898382663726807,0.0,1.83,40.0,400.0,3.093658685684204,359.91,0.0,40.0,400.0,2.9895293712615967
359.91,0.0,0.01,0.1,2.820089340209961,0.0,1.64,23.37,233.7,2.9241411685943604,0.0,0.0,32.51,400.0,2.894101858139038,359.91,3.94,40.0,400.0,3.1766788959503174,0.0,4.36,40.0,400.0,3.0215229988098145,10.11,7.7,40.0,400.0,2.816547393798828,0.0,9.56,40.0,400.0,2.876784324645996,0.0,9.23,40.0,400.0,2.8268356323242188,0.0,3.18,40.0,400.0,2.9909136295318604,359.91,9.82,40.0,400.0,3.163512945175171,0.0,9.56,40.0,400.0,3.105578899383545,0.0,8.44,40.0,400.0,3.109278917312622,359.91,7.64,40.0,400.0,2.9996469020843506
359.91,0.0,0.02,0.2,2.8356103897094727,0.0,9.7,23.59,233.6,2.948643684387207,0.0,3.76,40.0,400.0,2.90960955619812,359.91,0.0,34.82,400.0,3.1974990367889404,0.0,9.08,40.0,400.0,3.056823253631592,0.0,1.52,40.0,400.0,2.832275390625,0.0,2.31,40.0,400.0,2.8967905044555664,0.0,2.99,40.0,400.0,2.842582941055298,0.0,0.0,40.0,400.0,3.022284746170044,359.91,2.97,40.0,400.0,3.1853718757629395,0.0,2.35,40.0,400.0,3.137279272079468,0.0,2.52,40.0,400.0,3.1411266326904297,359.91,2.67,40.0,400.0,3.042588472366333
359.91,2.56,0.02,0.3,2.866962432861328,0.0,2.13,23.28,232.7,2.9681825637817383,0.0,7.51,40.0,400.0,2.941462516784668,359.91,6.92,40.0,400.0,3.233597993850708,0.0,2.8,40.0,400.0,3.08018445968628,0.0,0.0,40.0,400.0,2.863531351089477,0.0,0.0,40.0,400.0,2.912454128265381,0.0,0.0,40.0,400.0,2.873823404312134,0.0,0.54,40.0,400.0,3.047317743301392,359.91,0.0,40.0,400.0,3.216603279113769,0.0,0.0,40.0,400.0,3.168635368347168,0.0,0.0,40.0,400.0,3.156867027282715,359.91,0.0,40.0,400.0,3.0665791034698486
359.91,9.32,0.03,0.3,2.8825955390930176,0.0,0.0,13.59,177.3,2.99045467376709,0.0,1.97,40.0,243.9,2.957193374633789,359.91,3.27,40.0,400.0,3.250673532485962,0.0,0.0,40.0,400.0,3.095801591873169,0.0,3.99,40.0,400.0,2.879170179367065,0.0,3.41,40.0,400.0,2.943828582763672,0.0,1.64,40.0,400.0,2.889453887939453,0.0,10.05,40.0,400.0,3.061451911926269,359.91,11.32,40.0,400.0,3.2477548122406006,0.0,2.31,40.0,400.0,3.1848742961883545,0.0,0.96,40.0,400.0,3.188079595565796,359.91,10.32,40.0,400.0,3.081688404083252
359.91,4.03,0.03,0.2,2.914226055145264,0.0,2.98,22.77,226.8,3.018733263015747,0.0,0.0,30.84,400.0,2.988450527191162,359.91,0.0,40.0,400.0,3.282032489776612,0.0,2.0,40.0,400.0,3.127047061920166,0.0,8.26,40.0,400.0,2.9108030796051025,0.0,10.03,40.0,400.0,2.974964141845703,0.0,9.61,40.0,400.0,2.922337770462036,0.0,2.59,40.0,400.0,3.095540761947632,359.91,1.8,40.0,400.0,3.263760089874268,0.0,8.58,40.0,400.0,3.2162373065948486,0.0,8.7,40.0,400.0,3.2193498611450195,359.91,1.59,40.0,400.0,3.1131296157836914
359.91,0.0,0.02,0.1,2.9299521446228027,0.0,8.74,22.74,226.4,3.046903848648072,0.0,4.24,40.0,400.0,3.019586563110352,359.91,11.59,40.0,400.0,3.313277244567871,0.0,9.74,40.0,400.0,3.1589035987854004,0.0,1.64,40.0,400.0,2.926542282104492,0.0,1.94,40.0,400.0,2.990678548812866,0.0,3.18,40.0,400.0,2.9364492893218994,0.0,0.0,40.0,400.0,3.111370801925659,359.91,0.55,40.0,400.0,3.295129537582397,348.75,1.1,40.0,400.0,3.2475292682647705,0.0,2.67,40.0,400.0,3.2355706691741943,359.91,0.0,40.0,400.0,3.144496202468872
359.91,0.0,0.02,0.2,2.961211681365967,0.0,2.3,23.06,231.8,3.067523002624512,0.0,7.56,40.0,400.0,3.035193681716919,359.91,1.82,40.0,400.0,3.3288679122924805,0.0,2.96,40.0,400.0,3.17463493347168,0.0,0.0,40.0,400.0,2.9578075408935547,0.0,0.0,40.0,400.0,3.0222277641296387,0.0,0.0,40.0,400.0,2.9741971492767334,0.0,3.84,40.0,400.0,3.149287939071656,359.91,8.2,40.0,400.0,3.326371669769287,359.91,0.49,40.0,400.0,3.274606704711914,0.0,0.0,40.0,400.0,3.266885042190552,359.91,7.25,40.0,400.0,3.1757090091705322
0.0,0.17,0.01,0.3,2.976825475692749,0.0,0.0,12.36,212.0,3.0908732414245605,0.0,2.24,40.0,289.1,3.066575765609741,359.91,0.1,40.0,400.0,3.362520217895508,0.0,0.0,40.0,400.0,3.205884456634521,0.0,4.71,40.0,400.0,2.9914629459381104,0.0,3.13,40.0,400.0,3.0378530025482178,0.0,0.45,40.0,400.0,3.001138925552368,0.0,8.87,40.0,400.0,3.1617534160614014,359.91,0.83,40.0,400.0,3.3588833808898926,359.91,7.92,40.0,400.0,3.290308952331543,0.0,0.26,40.0,400.0,3.298170566558838,359.91,0.73,40.0,400.0,3.199469804763794
0.0,1.62,0.02,0.2,3.0084614753723145,0.0,3.17,22.71,236.6,3.1152231693267822,0.0,0.0,38.26,400.0,3.083660840988159,359.91,7.33,40.0,400.0,3.393505096435547,0.0,0.91,40.0,400.0,3.221520185470581,0.0,7.22,40.0,400.0,3.0171375274658203,0.0,7.25,40.0,400.0,3.069115400314331,0.0,10.01,40.0,400.0,3.022505760192871,0.0,2.81,40.0,400.0,3.193718910217285,359.91,0.99,40.0,400.0,3.383883714675904,359.91,0.67,40.0,400.0,3.321705818176269,0.0,9.04,40.0,400.0,3.3138058185577397,359.91,0.44,40.0,400.0,3.2232120037078857
0.0,5.6,0.02,0.3,3.024200201034546,359.91,5.4,24.08,240.5,3.146474838256836,0.0,2.82,40.0,400.0,3.1223394870758057,359.91,0.0,32.24,321.3,3.412017583847046,0.0,9.8,40.0,400.0,3.25684142112732,0.0,1.83,40.0,400.0,3.041090965270996,0.0,2.06,40.0,400.0,3.101036787033081,0.0,2.36,40.0,400.0,3.048454761505127,0.0,0.0,40.0,400.0,3.20946741104126,359.91,7.55,40.0,400.0,3.404686450958252,359.91,2.89,40.0,400.0,3.35306167602539,0.0,2.81,40.0,400.0,3.345670700073242,359.91,6.58,40.0,400.0,3.254559278488159
0.0,12.53,0.03,0.3,3.039812088012696,359.91,0.0,11.7,129.9,3.17772912979126,0.0,8.68,40.0,400.0,3.1475753784179688,359.91,0.99,40.0,400.0,3.444356918334961,0.0,3.23,40.0,400.0,3.281965732574463,0.0,0.0,40.0,400.0,3.0659215450286865,0.0,0.0,40.0,400.0,3.116283655166626,0.0,0.0,40.0,400.0,3.0639843940734863,0.0,1.77,40.0,400.0,3.240697145462036,359.91,0.0,40.0,400.0,3.4360480308532715,359.91,5.78,40.0,400.0,3.3686890602111816,0.0,0.0,40.0,400.0,3.3612968921661377,359.91,0.0,40.0,400.0,3.2857911586761475
0.0,6.59,0.03,0.3,3.0709996223449707,359.91,2.87,22.87,230.5,3.19396710395813,0.0,2.38,40.0,400.0,3.1661386489868164,359.91,7.43,40.0,400.0,3.4751534461975098,0.0,0.0,40.0,400.0,3.306591510772705,0.0,3.91,40.0,400.0,3.08539080619812,0.0,3.31,40.0,400.0,3.147599697113037,0.0,5.03,40.0,400.0,3.0953314304351807,0.0,9.24,40.0,400.0,3.2719523906707764,359.91,4.13,40.0,400.0,3.4641242027282715,359.91,0.0,40.0,400.0,3.400047779083252,0.0,3.0,40.0,400.0,3.392537832260132,359.91,2.87,40.0,400.0,3.3015480041503906
0.0,4.22,0.02,0.2,3.086618661880493,359.91,5.12,23.5,231.1,3.225322961807251,0.0,0.0,34.51,400.0,3.1817657947540283,359.91,0.0,29.42,345.7,3.490772008895874,0.0,2.89,40.0,400.0,3.327454328536988,0.0,7.78,40.0,400.0,3.101722002029419,0.0,7.69,40.0,400.0,3.163274049758911,0.0,8.86,40.0,400.0,3.122593641281128,0.0,1.92,40.0,400.0,3.288583278656006,359.91,5.24,40.0,400.0,3.485866069793701,359.91,2.84,40.0,400.0,3.431300163269043,0.0,9.37,40.0,400.0,3.408164978027344,359.91,4.44,40.0,400.0,3.332934617996216
0.0,1.98,0.02,0.1,3.1183433532714844,359.91,0.0,14.64,190.4,3.2565321922302246,0.0,3.46,40.0,400.0,3.213003635406494,359.91,4.34,40.0,400.0,3.528062582015991,0.0,10.4,40.0,400.0,3.359302520751953,0.0,1.98,40.0,400.0,3.1330809593200684,0.0,2.17,40.0,400.0,3.194519281387329,0.0,2.7,40.0,400.0,3.142331838607788,0.0,0.0,40.0,400.0,3.3194429874420166,359.91,0.0,40.0,400.0,3.517109632492065,359.91,3.66,40.0,400.0,3.462533950805664,0.0,2.95,40.0,400.0,3.441914796829224,0.0,0.83,40.0,400.0,3.3641622066497803
0.0,0.0,0.01,0.0,3.133965492248535,359.91,9.1,23.22,231.1,3.272207975387573,0.0,8.97,40.0,400.0,3.2448787689208984,359.91,4.72,40.0,400.0,3.554208993911743,0.0,2.1,40.0,400.0,3.375027894973755,0.0,0.0,40.0,400.0,3.164225101470948,0.0,0.0,40.0,400.0,3.210737943649292,0.0,0.0,40.0,400.0,3.1736884117126465,0.0,0.86,40.0,400.0,3.335068464279175,359.91,6.46,40.0,400.0,3.5327308177948,359.91,0.0,40.0,400.0,3.48478627204895,0.0,0.0,40.0,400.0,3.47087836265564,0.0,0.0,40.0,400.0,3.3797740936279297
0.0,0.0,0.01,0.1,3.149590492248535,,,,,,,,,,,359.91,0.0,31.57,400.0,3.5855634212493896,0.0,0.0,40.0,400.0,3.40628719329834,,,,,,,,,,,0.0,3.86,40.0,400.0,3.1893093585968018,0.0,9.65,40.0,400.0,3.3663034439086914,359.91,3.21,40.0,400.0,3.564505815505981,359.91,8.31,40.0,400.0,3.5094656944274902,359.91,5.25,40.0,400.0,3.4997873306274414,,,,,
,,,,,,,,,,,,,,,359.91,2.98,40.0,400.0,3.6011962890625,0.0,1.65,40.0,400.0,3.421886682510376,,,,,,,,,,,0.0,9.24,40.0,400.0,3.22262978553772,0.0,2.16,40.0,400.0,3.3981449604034424,359.91,0.0,40.0,400.0,3.595857858657837,359.91,3.16,40.0,400.0,3.5407814979553223,359.91,3.65,40.0,400.0,3.5283334255218506,,,,,
,,,,,,,,,,,,,,,359.91,2.9,40.0,400.0,3.63244891166687,0.0,9.45,40.0,400.0,3.4571609497070312,,,,,,,,,,,,,,,,0.0,0.0,40.0,400.0,3.4138877391815186,359.91,10.18,40.0,400.0,3.627106904983521,359.91,0.0,40.0,400.0,3.556403160095215,359.91,0.0,40.0,400.0,3.550180435180664,,,,,
